,precision,recall,f1-score,support
0,0.9413229084069409,0.9475960645999629,0.9444490698341336,53870.0
1,0.9472444917867354,0.9409318730276591,0.9440776301207848,53870.0
accuracy,0.944263968813811,0.944263968813811,0.944263968813811,0.944263968813811
macro avg,0.9442837000968382,0.944263968813811,0.9442633499774592,107740.0
weighted avg,0.9442837000968382,0.944263968813811,0.9442633499774592,107740.0
