,precision,recall,f1-score,support
0,0.9240621145054786,0.9455726749582328,0.9346936528616254,53870.0
1,0.9357623293823807,0.9107405590975969,0.9230819105251783,46897.0
accuracy,0.9293617950321038,0.9293617950321038,0.9293617950321038,0.9293617950321038
macro avg,0.9299122219439296,0.9281566170279149,0.9288877816934018,100767.0
weighted avg,0.929507398944651,0.9293617950321038,0.9292895435763201,100767.0
