,precision,recall,f1-score,support
0,0.9956812663342662,0.9971783924262112,0.9964292670259041,53870.0
1,0.9971741434122219,0.9956747726007054,0.9964238939614896,53870.0
accuracy,0.9964265825134583,0.9964265825134583,0.9964265825134583,0.9964265825134583
macro avg,0.9964277048732441,0.9964265825134583,0.9964265804936968,107740.0
weighted avg,0.9964277048732441,0.9964265825134583,0.9964265804936968,107740.0
