,precision,recall,f1-score,support
0,0.9142421251009603,0.9455541117505105,0.9296345302733038,53870.0
1,0.9436232580490149,0.9113049935028773,0.9271825865243873,53870.0
accuracy,0.9284295526266939,0.9284295526266939,0.9284295526266939,0.9284295526266939
macro avg,0.9289326915749876,0.9284295526266939,0.9284085583988455,107740.0
weighted avg,0.9289326915749876,0.9284295526266939,0.9284085583988455,107740.0
