,precision,recall,f1-score,support
0,0.9985352739408547,0.9997401150918879,0.9991373312926116,53870.0
1,0.9997398011337236,0.9985335065899388,0.9991362897608544,53870.0
accuracy,0.9991368108409133,0.9991368108409133,0.9991368108409133,0.9991368108409133
macro avg,0.9991375375372892,0.9991368108409133,0.9991368105267331,107740.0
weighted avg,0.9991375375372891,0.9991368108409133,0.9991368105267331,107740.0
