,precision,recall,f1-score,support
0,0.9999628735845554,0.9999628735845554,0.9999628735845554,53870.0
1,0.9999628735845554,0.9999628735845554,0.9999628735845554,53870.0
accuracy,0.9999628735845554,0.9999628735845554,0.9999628735845554,0.9999628735845554
macro avg,0.9999628735845554,0.9999628735845554,0.9999628735845554,107740.0
weighted avg,0.9999628735845554,0.9999628735845554,0.9999628735845554,107740.0
