,precision,recall,f1-score,support
0,0.9142857142857143,0.9302394653796175,0.9221935958778064,53870.0
1,0.9290005667863216,0.9127900501206608,0.9208239700374532,53870.0
accuracy,0.9215147577501392,0.9215147577501392,0.9215147577501392,0.9215147577501392
macro avg,0.9216431405360179,0.9215147577501392,0.9215087829576298,107740.0
weighted avg,0.9216431405360179,0.9215147577501392,0.9215087829576298,107740.0
