,precision,recall,f1-score,support
0,0.9582983385064816,0.9743085205123445,0.9662371134020619,53870.0
1,0.9699110811574668,0.9512975243618995,0.9605141343897345,46897.0
accuracy,0.9635991941806346,0.9635991941806346,0.9635991941806346,0.9635991941806346
macro avg,0.9641047098319742,0.962803022437122,0.9633756238958981,100767.0
weighted avg,0.9637029133385522,0.9635991941806346,0.9635736368001871,100767.0
