,precision,recall,f1-score,support
0,0.9999814371368639,1.0,0.9999907184822863,53870.0
1,1.0,0.9999786766744141,0.9999893382235348,46897.0
accuracy,0.9999900761161888,0.9999900761161888,0.9999900761161888,0.9999900761161888
macro avg,0.999990718568432,0.999989338337207,0.9999900283529105,100767.0
weighted avg,0.9999900763004045,0.9999900761161888,0.99999007610934,100767.0
